Topic_Name,K,Perplexity,Coherence
K27_MC3,27,608.0879849555098,0.40982623578861266
K27_MC4,27,608.0879849555098,0.40982623578861266
K27_MC5,27,608.0879849555098,0.40982623578861266
K27_MC6,27,608.0879849555098,0.40982623578861266
K27_MC7,27,608.0879849555098,0.40982623578861266
K27_MC8,27,608.0879849555098,0.40982623578861266
K27_MC9,27,608.0879849555098,0.40982623578861266
K28_MC0,28,687.703709712871,0.38289473296516
K28_MC1,28,687.703709712871,0.38289473296516
K28_MC10,28,687.703709712871,0.38289473296516
K28_MC11,28,687.703709712871,0.38289473296516
K28_MC12,28,687.703709712871,0.38289473296516
K28_MC13,28,687.703709712871,0.38289473296516
K28_MC14,28,687.703709712871,0.38289473296516
K28_MC15,28,687.703709712871,0.38289473296516
K28_MC16,28,687.703709712871,0.38289473296516
K28_MC17,28,687.703709712871,0.38289473296516
K28_MC18,28,687.703709712871,0.38289473296516
K28_MC19,28,687.703709712871,0.38289473296516
K28_MC2,28,687.703709712871,0.38289473296516
K28_MC20,28,687.703709712871,0.38289473296516
K28_MC21,28,687.703709712871,0.38289473296516
K28_MC22,28,687.703709712871,0.38289473296516
K28_MC23,28,687.703709712871,0.38289473296516
K28_MC24,28,687.703709712871,0.38289473296516
K28_MC25,28,687.703709712871,0.38289473296516
K28_MC26,28,687.703709712871,0.38289473296516
K28_MC27,28,687.703709712871,0.38289473296516
K28_MC3,28,687.703709712871,0.38289473296516
K28_MC4,28,687.703709712871,0.38289473296516
K28_MC5,28,687.703709712871,0.38289473296516
K28_MC6,28,687.703709712871,0.38289473296516
K28_MC7,28,687.703709712871,0.38289473296516
K28_MC8,28,687.703709712871,0.38289473296516
K28_MC9,28,687.703709712871,0.38289473296516
K29_MC0,29,777.3445180122843,0.32773418546675537
K29_MC1,29,777.3445180122843,0.32773418546675537
K29_MC10,29,777.3445180122843,0.32773418546675537
K29_MC11,29,777.3445180122843,0.32773418546675537
K29_MC12,29,777.3445180122843,0.32773418546675537
K29_MC13,29,777.3445180122843,0.32773418546675537
K29_MC14,29,777.3445180122843,0.32773418546675537
K29_MC15,29,777.3445180122843,0.32773418546675537
K29_MC16,29,777.3445180122843,0.32773418546675537
K29_MC17,29,777.3445180122843,0.32773418546675537
K29_MC18,29,777.3445180122843,0.32773418546675537
K29_MC19,29,777.3445180122843,0.32773418546675537
K29_MC2,29,777.3445180122843,0.32773418546675537
K29_MC20,29,777.3445180122843,0.32773418546675537
K29_MC21,29,777.3445180122843,0.32773418546675537
K29_MC22,29,777.3445180122843,0.32773418546675537
K29_MC23,29,777.3445180122843,0.32773418546675537
K29_MC24,29,777.3445180122843,0.32773418546675537
K29_MC25,29,777.3445180122843,0.32773418546675537
K29_MC26,29,777.3445180122843,0.32773418546675537
K29_MC27,29,777.3445180122843,0.32773418546675537
K29_MC28,29,777.3445180122843,0.32773418546675537
K29_MC3,29,777.3445180122843,0.32773418546675537
