	rank	measure	value
363	3	cosine_similarity	0.5412400946711259
364	3	r_squared	0.37421771523093955
365	3	cosine_similarity	0.6177500257531872
366	3	r_squared	0.32484607619412426
367	3	cosine_similarity	0.5892645415136906
368	3	r_squared	0.21904988599177028
369	3	cosine_similarity	0.5370796992686628
370	3	r_squared	0.2130962286198962
371	3	cosine_similarity	0.49344425056267366
372	3	r_squared	0.37957502711838736
373	3	cosine_similarity	0.6206953096973642
374	3	r_squared	0.3233879764724383
375	3	cosine_similarity	0.5782530720222299
376	3	r_squared	0.4047849955075481
377	3	cosine_similarity	0.6454856272365824
378	3	r_squared	0.36124377742803876
379	3	cosine_similarity	0.6163639294528575
380	3	r_squared	0.21643810681242703
381	3	cosine_similarity	0.48257905094558695
382	3	r_squared	0.348968559253404
383	3	cosine_similarity	0.5937811741531406
384	3	r_squared	0.38771832774215825
385	3	cosine_similarity	0.6352310399680371
386	3	r_squared	0.35261116685775895
387	3	cosine_similarity	0.5859734501285063
388	3	r_squared	0.0796937863640065
389	3	cosine_similarity	0.4648280033811797
390	3	r_squared	0.36433164227445947
391	3	cosine_similarity	0.6163707659845875
392	3	r_squared	0.17186099793744594
393	3	cosine_similarity	0.4925915291674833
394	3	r_squared	0.31140024337760264
395	3	cosine_similarity	0.5715866071937151
396	3	r_squared	0.15055611283213452
397	3	cosine_similarity	0.5176584863541142
398	3	r_squared	0.16438033725382548
399	3	cosine_similarity	0.4692802448358002
400	4	r_squared	0.38719393607169533
401	4	cosine_similarity	0.6418065414958019
402	4	r_squared	0.3900976706809392
403	4	cosine_similarity	0.6262691051401337
404	4	r_squared	0.1218777220894291
405	4	cosine_similarity	0.48387679814303375
406	4	r_squared	0.36596709511740594
407	4	cosine_similarity	0.6235341857685823
408	4	r_squared	0.1728981270186175
409	4	cosine_similarity	0.4937789191717124
410	4	r_squared	0.20771128123183066
411	4	cosine_similarity	0.4667524721379261
412	4	r_squared	0.38855115982915667
413	4	cosine_similarity	0.63075943147053
414	4	r_squared	0.21872473709598556
415	4	cosine_similarity	0.5359569325577908
416	4	r_squared	0.013384039805283379
417	4	cosine_similarity	0.398915608948053
418	4	r_squared	0.2074866136458476
419	4	cosine_similarity	0.4868934936513278
420	4	r_squared	0.2732025524565549
421	4	cosine_similarity	0.5364338988945307
422	4	r_squared	0.22572283700377835
423	4	cosine_similarity	0.5129605308625034
424	4	r_squared	0.3573634861408009
425	4	cosine_similarity	0.6185682584885355
426	4	r_squared	0.10328154337875416
427	4	cosine_similarity	0.49800346565127007
428	4	r_squared	0.3408660704947259
429	4	cosine_similarity	0.5760068009231337
430	4	r_squared	0.17012526412947532
431	4	cosine_similarity	0.47484008030522024
432	4	r_squared	0.3369404523460815
433	4	cosine_similarity	0.6070521501227389
434	4	r_squared	0.08413943898348904
435	4	cosine_similarity	0.42600795192376983
436	4	r_squared	0.3411757765127518
437	4	cosine_similarity	0.5848579034884305
438	4	r_squared	0.32222260492160315
439	4	cosine_similarity	0.5782784737983653
440	4	r_squared	0.14487860852181264
441	4	cosine_similarity	0.4815720341516574
442	4	r_squared	0.18431672681511063
443	4	cosine_similarity	0.5126621898077309
444	4	r_squared	0.34503267647150393
445	4	cosine_similarity	0.602158077494487
446	4	r_squared	0.16358340329233634
447	4	cosine_similarity	0.5144814715696064
448	4	r_squared	0.15796853696750435
449	4	cosine_similarity	0.51945195066156
450	4	r_squared	0.2973881608210038
451	4	cosine_similarity	0.5457946888577918
