h3_cell,year,center_lat,center_lon,n_segments,n_tows,n_ships,ships,season,months,mean_segment_length,total_abundance_sum,mean_total_abundance,mean_total_plankton_corrected,mean_water_temperature,mean_salinity,mean_fluorescence,mean_phytoplankton_colour_index,mean_par,mean_hadisst_sst,mean_hadisst_ice,dist_to_antarctica_km,ocean_zone,ocean_zone_num
83e530fffffffff,2014,-61.3943,124.7821,13,2,1,AA,2014-15,December,5.009,3591,276.23,55.165,0.49,33.88,533.54,1.0,689.85,0.66,0.0,572.4,SACCF-SBDY,5
83e531fffffffff,1998,-62.0496,122.9688,10,1,1,AA,1997-98,January,5.0,171,17.1,3.42,1.57,,,,5.33,1.93,0.0,510.5,SACCF-SBDY,5
83e531fffffffff,1999,-62.5246,123.5236,14,1,1,AA,1998-99,April,5.0,114,8.14,1.6286,0.37,33.85,27.83,,177.86,-0.24,0.0,510.5,SACCF-SBDY,5
83e531fffffffff,2000,-62.499,123.426,30,2,1,AA,1999-00,February;March,5.0,2768,92.27,18.4533,0.69,33.54,11.22,,253.58,1.4,0.0,510.5,SACCF-SBDY,5
83e531fffffffff,2004,-62.5987,123.4654,13,1,1,AA,2003-04,February,5.0,3515,270.38,54.0769,,,,,0.0,2.06,0.0,510.5,SACCF-SBDY,5
83e531fffffffff,2016,-62.3552,123.3482,15,2,1,AA,2016-17,December,5.072,1284,85.6,16.8784,0.3,33.87,257.37,1.0,157.75,0.37,0.0,510.5,SACCF-SBDY,5
83e532fffffffff,2000,-60.5408,124.2532,14,2,1,AA,1999-00,January,5.126,3159,225.64,44.2359,1.19,33.76,3.57,,287.24,2.29,0.0,658.3,PF-SACCF,4
83e532fffffffff,2001,-60.3097,123.8591,15,1,1,AA,2000-01,March,5.0,1395,93.0,18.6,3.25,33.69,16.32,,35.57,2.09,0.0,658.3,PF-SACCF,4
83e532fffffffff,2004,-60.2587,123.6093,13,1,1,AA,2004-05,November,5.0,914,70.31,14.0615,-0.01,33.97,1.22,,431.06,0.04,0.0,658.3,PF-SACCF,4
83e532fffffffff,2005,-60.1898,123.4163,15,2,1,AA,2004-05;2005-06,December;March,4.86,2085,139.0,28.6207,1.45,33.77,1.14,,468.36,1.73,0.0,658.3,PF-SACCF,4
83e532fffffffff,2007,-60.6512,124.3949,14,1,1,AA,2006-07,March,5.0,1614,115.29,23.0571,2.03,33.78,0.49,,478.46,2.16,0.0,658.3,PF-SACCF,4
83e532fffffffff,2011,-60.6408,123.9435,13,1,1,AA,2011-12,December,5.0,317,24.38,4.8769,-0.82,33.72,0.78,0.0,39.33,1.47,0.0,658.3,PF-SACCF,4
83e532fffffffff,2013,-60.2529,123.9537,15,2,1,AA,2013-14,December;October,5.165,3406,227.07,44.2715,-0.39,33.86,208.34,1.0,27.99,0.33,0.0,658.3,PF-SACCF,4
83e532fffffffff,2017,-60.0076,123.1777,4,1,1,AA,2017-18,December,5.0,1115,278.75,55.75,0.81,33.74,255.78,0.0,231.41,1.14,0.0,658.3,PF-SACCF,4
83e532fffffffff,2018,-60.3545,124.0755,20,2,2,AA;UM,2017-18;2018-19,January;October,5.078,4062,203.1,40.2134,2.49,33.66,67.2,0.25,278.73,1.65,0.0,658.3,PF-SACCF,4
83e533fffffffff,1997,-61.5617,122.8239,11,1,1,AA,1997-98,December,4.862,171,15.55,3.1647,-0.74,33.94,34.97,,82.76,0.77,0.0,565.3,SACCF-SBDY,5
83e533fffffffff,2000,-60.9624,122.5204,10,1,1,AA,1999-00,January,5.0,357,35.7,7.14,0.99,33.68,11.21,,190.84,2.12,0.0,565.3,PF-SACCF,4
83e533fffffffff,2001,-60.9391,121.5923,3,1,1,AA,2000-01,March,5.0,142,47.33,9.4667,2.69,33.72,11.23,,100.16,2.05,0.0,565.3,PF-SACCF,4
83e533fffffffff,2007,-61.4704,122.8106,13,1,1,AA,2006-07,March,5.0,1162,89.38,17.8769,1.29,33.69,0.74,,9.75,1.74,0.0,565.3,SACCF-SBDY,5
83e533fffffffff,2011,-60.8237,122.1971,8,1,1,AA,2011-12,December,5.0,137,17.12,3.425,-0.89,33.71,0.42,0.0,637.64,1.32,0.0,565.3,PF-SACCF,4
83e533fffffffff,2014,-61.8072,122.8454,9,1,1,AA,2014-15,December,5.0,2178,242.0,48.4,0.44,33.94,932.85,1.0,33.5,0.63,0.0,565.3,SACCF-SBDY,5
83e533fffffffff,2018,-61.3846,122.5697,13,1,1,UM,2017-18,January,5.0,2754,211.85,42.3692,2.97,33.59,4.05,1.54,1.22,1.87,0.0,565.3,SACCF-SBDY,5
83e534fffffffff,1998,-61.4291,126.3333,3,1,1,AA,1997-98,January,5.173,1048,349.33,66.9087,1.59,,,,614.6,2.2,0.0,550.6,SACCF-SBDY,5
83e534fffffffff,1999,-61.8067,127.4116,13,1,1,AA,1998-99,April,5.0,1683,129.46,25.8923,1.09,33.79,80.65,,4.7,0.55,0.0,550.6,SACCF-SBDY,5
83e534fffffffff,2000,-61.7472,127.2652,27,3,1,AA,1999-00,February;March,5.089,1912,70.81,14.004,1.23,33.68,5.02,,164.31,1.88,0.0,550.6,SACCF-SBDY,5
83e534fffffffff,2004,-61.8953,127.3524,17,2,1,AA,2003-04;2004-05,March;October,5.0,1999,117.59,23.5176,-1.11,33.9,1.17,,362.68,1.22,0.0,550.6,SACCF-SBDY,5
83e534fffffffff,2016,-61.8702,127.3059,13,1,1,AA,2016-17,December,5.0,1659,127.62,25.5231,0.65,33.85,189.13,1.0,354.85,1.0,0.0,550.6,SACCF-SBDY,5
83e534fffffffff,2020,-61.675,127.3208,14,1,1,UM,2019-20,January,5.0,2837,202.64,40.5286,2.82,33.54,0.81,0.0,147.22,2.04,0.0,550.6,SACCF-SBDY,5
83e535fffffffff,1999,-62.1662,125.5263,10,1,1,AA,1998-99,April,5.0,470,47.0,9.4,0.44,33.84,48.3,,122.32,-0.15,0.0,468.3,SACCF-SBDY,5
83e535fffffffff,2000,-62.1133,125.4095,18,2,1,AA,1999-00,February;March,5.0,681,37.83,7.5667,1.09,33.67,1.44,,352.89,1.49,0.0,468.3,SACCF-SBDY,5
83e535fffffffff,2004,-62.238,125.7641,17,2,1,AA,2003-04;2004-05,February;March;October,5.139,3183,187.24,37.3565,-1.0,33.87,1.46,,167.54,0.88,0.0,468.3,SACCF-SBDY,5
83e535fffffffff,2016,-62.1011,125.4197,9,1,1,AA,2016-17,December,5.0,801,89.0,17.8,0.33,33.92,345.55,1.0,14.95,0.48,0.0,468.3,SACCF-SBDY,5
83e535fffffffff,2020,-62.5673,125.7137,14,1,1,UM,2019-20,January,5.0,3534,252.43,50.4857,1.99,33.53,2.11,0.14,0.58,1.57,0.0,468.3,SACCF-SBDY,5
83e536fffffffff,1997,-60.9091,126.4573,11,1,1,AA,1997-98,December,5.0,2542,231.09,46.2182,0.27,33.92,15.57,,1194.25,1.25,0.0,608.8,PF-SACCF,4
83e536fffffffff,2001,-60.2287,125.9025,10,1,1,AA,2000-01,March,4.839,889,88.9,18.9673,3.66,33.62,10.99,,2.37,2.15,0.0,608.8,PF-SACCF,4
83e536fffffffff,2007,-60.1857,125.2404,1,1,1,AA,2006-07,March,5.0,188,188.0,37.6,2.28,33.83,0.38,,807.26,2.27,0.0,608.8,PF-SACCF,4
83e536fffffffff,2011,-60.3654,126.1552,14,1,1,AA,2011-12,December,5.0,5744,410.29,82.0571,0.44,33.91,1.04,0.0,18.88,1.58,0.0,608.8,PF-SACCF,4
83e536fffffffff,2013,-60.4938,126.26,19,2,1,AA,2013-14,December;October,5.0,3379,177.84,35.5684,0.46,33.8,149.4,1.0,395.27,1.09,0.0,608.8,PF-SACCF,4
83e536fffffffff,2014,-60.6771,126.5279,14,1,1,AA,2014-15,December,5.0,5102,364.43,72.8857,0.78,33.83,475.63,1.0,900.09,1.13,0.0,608.8,PF-SACCF,4
83e536fffffffff,2018,-59.9995,126.2095,4,1,1,AA,2018-19,October,5.0,581,145.25,29.05,-0.06,33.93,365.15,0.0,0.17,0.03,0.0,608.8,PF-SACCF,4
83e552fffffffff,2005,-64.2939,107.1267,4,1,1,AA,2005-06,December,5.0,155,38.75,7.75,-0.44,34.01,1.56,,490.93,-0.78,0.677,241.0,South of SBDY,6
83e580fffffffff,1998,-55.3871,115.0488,13,1,1,AA,1997-98,February,5.488,37,2.85,0.5186,4.93,33.79,16.68,,564.07,4.16,0.0,1165.8,PF-SACCF,4
83e580fffffffff,2000,-54.763,114.5388,9,1,1,AA,1999-00,January,5.0,3674,408.22,81.6444,3.86,33.84,14.66,,0.22,4.06,0.0,1165.8,PF-SACCF,4
83e580fffffffff,2002,-55.0118,114.3539,13,1,1,AA,2001-02,February,5.0,714,54.92,10.9846,4.62,33.81,4.74,,360.71,3.65,0.0,1165.8,PF-SACCF,4
83e580fffffffff,2007,-55.0864,114.7538,14,1,1,AA,2007-08,November,5.109,5270,376.43,74.1933,3.06,34.25,0.48,0.5,819.52,1.97,0.0,1165.8,PF-SACCF,4
83e580fffffffff,2010,-55.0505,114.5577,25,3,1,AA,2009-10;2010-11,March;October,5.024,1206,48.24,9.5529,3.55,33.76,0.92,0.56,122.56,3.07,0.0,1165.8,PF-SACCF,4
83e580fffffffff,2011,-55.5628,115.109,12,2,1,AA,2011-12,October,4.863,1247,103.92,21.2308,1.86,33.91,1.06,0.0,0.05,1.53,0.0,1165.8,PF-SACCF,4
83e580fffffffff,2014,-55.4426,114.9996,13,1,1,AA,2014-15,October,5.0,2231,171.62,34.3231,1.83,33.81,223.75,0.0,7.47,1.43,0.0,1165.8,PF-SACCF,4
83e581fffffffff,1998,-55.778,113.7679,5,1,1,AA,1997-98,February,5.488,22,4.4,0.8017,4.72,33.77,14.94,,844.05,3.99,0.0,1117.3,PF-SACCF,4
83e581fffffffff,2002,-55.8455,113.0234,14,1,1,AA,2001-02,February,5.0,7856,561.14,112.2286,3.71,33.81,16.75,,30.67,3.36,0.0,1117.3,PF-SACCF,4
83e581fffffffff,2010,-55.8813,112.8962,19,2,1,AA,2009-10;2010-11,March;October,5.0,2541,133.74,26.7474,3.22,33.74,0.92,0.05,100.02,2.78,0.0,1117.3,PF-SACCF,4
83e581fffffffff,2011,-56.1599,113.4211,15,2,1,AA,2010-11;2011-12,February;October,5.0,979,65.27,13.0533,1.35,33.9,0.69,0.0,236.77,1.41,0.0,1117.3,PF-SACCF,4
83e581fffffffff,2014,-55.7566,113.1635,13,1,1,AA,2014-15,October,5.0,2228,171.38,34.2769,1.72,33.82,207.34,0.0,109.34,1.27,0.0,1117.3,PF-SACCF,4
83e582fffffffff,1998,-54.2178,114.5027,15,1,1,AA,1997-98,January,4.789,5516,367.73,76.7871,4.6,33.79,29.56,,26.84,4.46,0.0,1292.7,PF-SACCF,4
83e582fffffffff,1999,-53.9809,114.1317,14,1,1,AA,1999-00,October,5.0,754,53.86,10.7714,1.5,33.9,9.6,,10.55,1.5,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2001,-54.2635,114.5717,14,1,1,AA,2000-01,January,5.0,3798,271.29,54.2571,4.39,,13.55,,4.03,4.6,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2002,-54.1026,114.3003,16,2,1,AA,2001-02;2002-03,February;November,5.0,2679,167.44,33.4875,3.13,33.84,13.02,,158.07,2.57,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2003,-53.8965,114.2877,13,1,1,AA,2003-04,November,5.068,551,42.38,8.4421,,,7.21,,1000.21,2.41,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2004,-53.6288,113.9611,7,1,1,AA,2003-04,February,5.0,829,118.43,23.6857,4.59,33.45,4.32,,623.78,4.28,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2005,-53.881,114.1048,12,1,1,AA,2004-05,February,5.0,424,35.33,7.0667,5.43,33.78,1.49,,127.19,4.42,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2007,-54.1616,114.4336,14,1,1,AA,2006-07,February,5.0,3321,237.21,47.4429,4.98,33.79,1.14,,20.0,4.16,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2010,-54.2306,114.548,14,1,1,AA,2009-10,February,5.0,2650,189.29,37.8571,4.91,33.67,9.39,0.64,2.33,4.57,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2011,-53.9349,113.7331,12,1,1,AA,2010-11,February,5.0,2171,180.92,36.1833,4.01,33.87,0.76,0.0,466.03,4.34,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2014,-54.3909,114.5336,12,2,1,AA,2013-14,February,4.852,889,74.08,15.5537,5.42,33.7,188.62,0.0,770.33,4.79,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2015,-54.1796,114.45,15,1,1,AA,2014-15,February,5.0,1311,87.4,17.48,4.17,33.78,768.2,0.0,554.5,4.45,0.0,1292.7,PF-SACCF,4
83e582fffffffff,2017,-53.6404,113.7053,4,1,1,AA,2017-18,November,5.0,798,199.5,39.9,1.55,33.87,196.68,0.0,0.14,2.1,0.0,1292.7,PF-SACCF,4
83e583fffffffff,1998,-54.763,112.6689,15,1,1,AA,1997-98,February;January,4.789,1349,89.93,18.7791,4.27,33.79,17.84,,764.66,4.07,0.0,1229.9,PF-SACCF,4
83e583fffffffff,1999,-54.4054,112.3597,5,1,1,AA,1999-00,October,5.0,421,84.2,16.84,0.46,33.92,9.37,,0.0,1.16,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2000,-55.1674,113.1094,13,1,1,AA,1999-00,January,5.0,7015,539.62,107.9231,2.93,33.85,22.45,,4.47,3.51,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2001,-54.8888,112.8763,14,1,1,AA,2000-01,January,5.0,1234,88.14,17.6286,3.95,33.8,9.31,,254.49,4.17,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2002,-54.5011,112.5001,9,2,1,AA,2002-03,November,5.064,1221,135.67,26.4196,1.94,33.85,9.56,,0.0,2.02,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2005,-54.7875,111.99,9,3,2,AA;UM,2004-05,February,4.798,875,97.22,20.7799,5.15,33.71,2.12,,577.54,3.89,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2007,-54.9262,112.6891,28,2,1,AA,2006-07;2007-08,February;March;November,5.0,3371,120.39,24.0786,3.57,34.0,0.51,0.57,604.42,2.89,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2010,-54.9796,112.9341,23,4,1,AA,2009-10;2010-11,February;October,4.87,4445,193.26,39.1929,3.51,33.66,6.24,0.0,449.75,3.18,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2011,-54.7942,112.6036,14,1,1,AA,2010-11,February,5.0,5727,409.07,81.8143,3.63,33.85,1.48,0.0,12.17,3.88,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2014,-54.885,112.8699,14,1,1,AA,2013-14,February,5.0,1403,100.21,20.0429,4.95,33.71,185.27,0.0,949.53,4.64,0.0,1229.9,PF-SACCF,4
83e583fffffffff,2015,-54.6856,112.6435,13,1,1,AA,2014-15,February,5.0,3500,269.23,53.8462,3.54,33.8,840.31,0.0,1.88,4.24,0.0,1229.9,PF-SACCF,4
83e584fffffffff,1998,-55.0867,116.0386,1,1,1,AA,1997-98,February,5.488,12,12.0,2.1866,5.08,33.82,19.34,,203.52,4.34,0.0,1207.8,PF-SACCF,4
83e584fffffffff,2000,-55.6306,116.9242,13,2,1,AA,2000-01,December,5.107,1382,106.31,21.0139,3.31,33.65,12.99,,266.23,2.94,0.0,1207.8,PF-SACCF,4
83e584fffffffff,2001,-55.7229,117.0447,14,1,1,AA,2000-01,March,5.0,2982,213.0,42.6,4.89,33.64,13.53,,2.55,3.91,0.0,1207.8,PF-SACCF,4
83e584fffffffff,2009,-55.5216,116.783,14,1,1,AA,2009-10,November,5.0,2072,148.0,29.6,2.43,,1.11,0.0,,2.32,0.0,1207.8,PF-SACCF,4
83e584fffffffff,2011,-55.0909,116.4782,10,1,1,AA,2011-12,October,5.0,617,61.7,12.34,1.95,33.9,0.48,0.0,592.84,1.8,0.0,1207.8,PF-SACCF,4
83e584fffffffff,2014,-55.1752,116.6158,10,1,1,AA,2014-15,October,5.0,1319,131.9,26.38,1.91,33.81,166.6,0.0,412.89,1.6,0.0,1207.8,PF-SACCF,4
83e585fffffffff,2000,-56.2275,115.1267,14,1,1,AA,2000-01,December,5.0,2153,153.79,30.7571,3.17,33.68,7.44,,510.57,2.5,0.0,1076.2,PF-SACCF,4
83e585fffffffff,2001,-56.3432,115.277,14,1,1,AA,2000-01,March,5.0,994,71.0,14.2,5.16,33.62,6.2,,338.56,3.38,0.0,1076.2,PF-SACCF,4
83e585fffffffff,2009,-56.4471,115.5189,14,1,1,AA,2009-10,November,5.0,1252,89.43,17.8857,1.91,,0.48,0.0,,1.91,0.0,1076.2,PF-SACCF,4
83e586fffffffff,1998,-54.8831,116.6639,8,1,1,AA,1997-98,February,5.488,465,58.12,10.5913,4.92,33.8,22.98,,37.78,4.46,0.0,1241.1,PF-SACCF,4
83e586fffffffff,2000,-54.4808,115.5125,6,1,1,AA,1999-00,January,5.388,978,163.0,31.5086,4.18,33.83,10.99,,47.97,4.14,0.0,1241.1,PF-SACCF,4
83e586fffffffff,2002,-54.1702,115.6622,10,2,1,AA,2001-02,February,5.124,169,16.9,3.2727,4.68,33.81,5.65,,464.88,4.03,0.0,1241.1,PF-SACCF,4
83e586fffffffff,2007,-54.8661,116.4795,9,1,1,AA,2007-08,November,5.0,2898,322.0,64.4,2.98,34.2,0.38,0.0,86.45,2.55,0.0,1241.1,PF-SACCF,4
83e586fffffffff,2010,-54.4462,116.208,30,3,1,AA,2009-10;2010-11,February;March;October,5.0,1086,36.2,7.24,3.86,33.74,1.09,0.13,54.59,3.33,0.0,1241.1,PF-SACCF,4
83e586fffffffff,2014,-53.9766,115.9409,10,1,1,AA,2013-14,February,5.0,2346,234.6,46.92,5.42,33.71,314.42,0.0,85.0,5.14,0.0,1241.1,PF-SACCF,4
83e588fffffffff,1999,-56.4167,109.9451,14,1,1,SH,1999-00,December,5.0,627,44.79,8.9571,1.2,33.92,7.35,,,1.73,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2000,-56.4594,109.8641,28,2,2,AA;SH,1999-00;2000-01,December;January,5.0,8358,298.5,59.7,2.11,33.87,7.65,,256.26,2.53,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2001,-56.448,109.7832,14,1,1,AA,2000-01,January,5.0,333,23.79,4.7571,3.84,33.78,9.06,,180.67,3.43,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2002,-56.4285,109.9176,15,1,1,SH,2002-03,December,5.0,1261,84.07,16.8133,2.5,34.13,2.61,,,2.16,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2004,-56.444,109.5343,14,2,1,SH,2004-05,December,4.866,1914,136.71,29.1608,3.16,33.73,1.66,,,2.39,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2005,-56.4681,109.3475,14,1,1,SH,2005-06,December,5.0,5326,380.43,76.0857,3.74,33.67,1.27,,,1.63,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2006,-56.4512,109.6362,14,1,1,SH,2006-07,December,5.0,10491,749.36,149.8714,3.65,33.53,5.14,,,2.02,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2007,-56.4266,109.7287,16,1,1,SH,2007-08,December,5.0,5173,323.31,64.6625,2.67,34.38,2.91,,,1.92,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2009,-56.4177,109.7831,17,3,2,AA;SH2,2008-09;2009-10,December;January,5.001,3518,206.94,41.3807,2.6,33.88,11.14,0.0,568.29,2.84,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2010,-56.4766,110.0143,43,3,3,AA;SH2;UM,2009-10;2010-11,December;March,5.0,7345,170.81,34.1628,2.68,33.83,48.17,0.0,304.76,2.29,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2011,-56.4638,110.1833,29,2,2,AA;SH2,2010-11;2011-12,December;February,5.0,4484,154.62,30.9241,2.27,33.8,83.78,0.0,596.44,2.44,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2012,-56.4071,109.9735,44,3,2,SH2;UM,2011-12;2012-13,December;January;March,5.0,11790,267.95,53.5909,2.25,33.77,59.9,0.0,22.97,2.82,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2013,-56.3891,109.9997,29,3,2,SH2;UM,2012-13;2013-14,December;January,5.006,6374,219.79,43.9557,3.96,33.8,37.17,0.0,0.33,2.86,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2014,-56.3545,109.7896,48,4,3,AA;SH2;UM,2013-14;2014-15,December;February;January;October,5.0,11576,241.17,48.2333,2.72,33.85,165.19,0.29,349.17,2.32,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2015,-56.4096,110.0041,29,2,2,SH2;UM,2014-15;2015-16,December;January,5.0,3577,123.34,24.669,3.2,33.82,63.75,0.0,809.67,2.6,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2016,-56.4069,109.999,29,2,2,SH2;UM,2015-16;2016-17,December;January,5.0,8245,284.31,56.8621,3.02,33.78,48.79,0.0,179.35,2.49,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2017,-56.4045,110.0042,28,2,2,SH2;UM,2016-17;2017-18,December;January,5.0,3064,109.43,21.8857,3.07,33.77,35.73,0.21,226.62,2.5,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2018,-56.4217,110.0001,30,2,2,SH2;UM,2017-18;2018-19,December;January,5.0,3305,110.17,22.0333,2.29,33.78,33.61,0.0,287.35,1.92,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2019,-56.4337,109.9602,29,2,2,SH2;UM,2018-19;2019-20,December;January,5.0,4121,142.1,28.4207,2.56,33.8,55.38,0.0,172.1,2.67,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2020,-56.3829,110.0002,14,1,1,UM,2019-20,January,5.0,2250,160.71,32.1429,3.17,33.71,0.3,0.0,1195.49,3.61,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2021,-56.4139,109.9981,14,1,1,SH2,2021-22,December,5.0,776,55.43,11.0857,1.4,33.89,,0.0,90.42,1.72,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2022,-56.3764,110.0931,14,1,1,SH2,2022-23,December,5.0,1098,78.43,15.6857,1.91,33.8,,0.0,146.69,1.59,0.0,1066.5,PF-SACCF,4
83e588fffffffff,2023,-56.382,110.0033,14,1,1,UM,2022-23,January,5.0,2268,162.0,32.4,4.43,33.61,0.69,0.0,254.12,2.6,0.0,1066.5,PF-SACCF,4
83e589fffffffff,2000,-57.2357,108.0836,14,1,1,AA,1999-00,January,5.0,5145,367.5,73.5,1.27,33.88,21.88,,99.2,2.63,0.0,1030.2,PF-SACCF,4
83e589fffffffff,2001,-57.0367,107.8684,15,1,1,AA,2000-01,January,5.0,3205,213.67,42.7333,3.5,33.8,17.07,,3.19,3.1,0.0,1030.2,PF-SACCF,4
83e589fffffffff,2005,-57.1319,109.2142,2,1,1,SH,2005-06,December,5.0,760,380.0,76.0,3.66,33.73,2.01,,,1.3,0.0,1030.2,PF-SACCF,4
83e589fffffffff,2009,-57.1687,108.625,14,1,1,SH2,2009-10,December,5.0,3202,228.71,45.7429,1.56,33.87,175.53,,,1.93,0.0,1030.2,PF-SACCF,4
83e589fffffffff,2010,-57.1853,108.1167,15,1,1,AA,2009-10,March,5.0,985,65.67,13.1333,3.05,33.75,0.63,0.0,404.38,3.07,0.0,1030.2,PF-SACCF,4
83e589fffffffff,2011,-57.6458,108.74,4,1,1,AA,2011-12,October,5.0,398,99.5,19.9,0.76,33.92,1.03,0.0,0.0,0.64,0.0,1030.2,PF-SACCF,4
83e589fffffffff,2014,-56.6418,107.7002,7,1,1,AA,2014-15,October,5.0,1554,222.0,44.4,0.23,33.96,243.79,0.0,1.85,0.75,0.0,1030.2,PF-SACCF,4
83e58afffffffff,1998,-55.6245,109.5951,11,1,1,AA,1997-98,February,5.294,150,13.64,2.5758,3.72,33.83,14.93,,619.71,3.46,0.0,1156.0,PF-SACCF,4
83e58afffffffff,1999,-55.2278,109.5882,25,4,2,AA;SH,1999-00,December;October,4.928,1566,62.64,12.7286,1.16,33.94,5.59,,402.4,1.35,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2001,-54.9421,109.1337,8,1,1,SH,2001-02,December,5.169,3823,477.88,92.4877,2.86,33.4,2.57,,,2.6,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2002,-55.3168,109.6437,27,3,2,AA;SH,2002-03,December;November,5.04,1402,51.93,10.2659,2.33,33.98,2.46,,800.17,1.96,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2003,-55.3274,109.3881,14,1,1,AA,2003-04,November,5.0,778,55.57,11.1143,,,5.18,,1139.15,1.39,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2004,-55.1116,109.3823,25,2,2,AA;SH,2003-04;2004-05,December;February,5.0,6594,263.76,52.752,3.54,33.65,5.8,,24.0,3.1,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2005,-55.3025,109.6671,15,2,1,SH,2005-06,December,4.937,1291,86.07,17.3955,3.51,33.67,0.77,,,2.03,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2006,-55.2964,109.8725,14,2,1,SH,2006-07,December,5.045,6765,483.21,96.3919,3.6,33.53,4.6,,,2.35,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2007,-55.4748,109.6057,29,3,2,AA;SH,2006-07;2007-08,December;March;November,5.0,12490,430.69,86.1379,2.57,33.84,1.68,0.0,14.5,2.38,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2009,-55.2397,109.3838,24,3,2,AA;SH2,2008-09;2009-10,December;January,4.919,6004,250.17,50.3292,2.38,33.89,114.48,0.0,7.92,2.84,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2010,-55.4346,109.8799,35,5,3,AA;SH2;UM,2009-10;2010-11,December;February,5.04,6813,194.66,38.758,2.73,33.82,39.7,0.0,184.06,2.65,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2011,-55.3066,110.071,11,2,1,SH2,2011-12,December,5.025,1870,170.0,33.9556,1.84,33.72,113.04,0.0,,2.06,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2012,-55.2862,109.9876,37,6,2,SH2;UM,2011-12;2012-13,December;January;March,5.068,6585,177.97,34.8118,2.31,33.84,107.65,0.35,788.24,3.16,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2013,-55.3062,110.0004,24,3,2,SH2;UM,2012-13;2013-14,December;January,5.098,6431,267.96,53.4771,4.45,33.79,68.66,0.0,361.21,3.17,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2014,-55.3841,109.96,31,5,3,AA;SH2;UM,2013-14;2014-15,December;February;January,5.048,6106,196.97,38.9683,3.67,33.8,103.83,0.03,509.0,3.23,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2015,-55.3088,109.7093,50,6,3,AA;SH2;UM,2014-15;2015-16,December;February;January,5.088,5278,105.56,20.5299,3.07,33.83,261.83,0.0,559.87,3.31,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2016,-55.2955,109.9983,24,4,2,SH2;UM,2015-16;2016-17,December;January,4.964,3084,128.5,25.9168,3.41,33.76,53.87,0.17,659.82,2.84,0.0,1156.0,PF-SACCF,4
83e58afffffffff,2017,-55.1914,109.7596,35,5,3,AA;SH2;UM,2016-17;2017-18,December;January;November,4.931,4383,125.23,25.2146,2.45,33.82,75.91,0.26,271.23,2.28,0.0,1156.0,PF-SACCF,4
