h3_cell,year,center_lat,center_lon,n_segments,n_tows,n_ships,ships,season,months,mean_segment_length,total_abundance_sum,mean_total_abundance,mean_total_plankton_corrected,mean_water_temperature,mean_salinity,mean_fluorescence,mean_phytoplankton_colour_index,mean_par,mean_hadisst_sst,mean_hadisst_ice,dist_to_antarctica_km,ocean_zone,ocean_zone_num
83d918fffffffff,2003,-53.9243,141.977,4,1,1,AA,2003-04,September,5.0,96,24.0,4.8,1.75,33.76,2.65,,0.0,3.24,0.0,1426.6,SAF-PF,3
83d918fffffffff,2004,-54.0304,141.8233,3,1,1,AA,2004-05,October,5.0,67,22.33,4.4667,1.74,33.66,0.87,,330.51,3.31,0.0,1426.6,SAF-PF,3
83d918fffffffff,2005,-53.8159,141.2047,23,3,2,AA;UM,2004-05;2005-06,December;February,4.946,2439,106.04,21.3091,5.88,33.34,1.29,,297.0,5.87,0.0,1426.6,SAF-PF,3
83d918fffffffff,2006,-53.4168,141.2251,6,1,1,AA,2006-07,October,5.0,93,15.5,3.1,2.06,33.87,204.95,,34.93,3.98,0.0,1426.6,SAF-PF,3
83d918fffffffff,2007,-53.7526,141.8242,5,2,1,AA,2007-08,December,4.58,625,125.0,29.6634,4.98,33.85,0.87,1.0,619.41,4.77,0.0,1426.6,SAF-PF,3
83d918fffffffff,2009,-53.9622,141.4136,11,2,1,AA,2008-09,February,4.858,1166,106.0,21.9421,5.32,33.66,0.45,0.0,153.65,6.08,0.0,1426.6,SAF-PF,3
83d918fffffffff,2016,-53.8642,141.3247,13,1,1,AA,2016-17,December,5.0,1928,148.31,29.6615,4.05,33.8,210.73,1.0,972.13,4.76,0.0,1426.6,SAF-PF,3
83d918fffffffff,2017,-53.7924,141.049,13,1,1,AA,2016-17,January,5.0,2680,206.15,41.2308,6.35,33.73,184.12,0.0,1093.2,5.86,0.0,1426.6,SAF-PF,3
83d918fffffffff,2018,-53.9082,141.4824,13,1,1,AA,2018-19,October,5.0,1644,126.46,25.2923,3.16,33.86,168.66,0.85,1035.49,3.57,0.0,1426.6,SAF-PF,3
83d919fffffffff,2000,-54.0818,139.3717,13,1,1,AA,2000-01,October,5.0,408,31.38,6.2769,2.72,33.74,5.42,,95.15,3.4,0.0,1374.1,SAF-PF,3
83d919fffffffff,2002,-53.8262,140.0043,27,4,2,HM;TA,2001-02,February;January;March,4.611,4023,149.0,31.3587,5.96,33.79,0.47,,277.55,6.31,0.0,1374.1,SAF-PF,3
83d919fffffffff,2007,-53.7638,138.887,12,2,1,AA,2007-08,September,4.792,141,11.75,2.4167,3.89,33.85,0.2,0.0,437.8,3.62,0.0,1374.1,SAF-PF,3
83d919fffffffff,2012,-53.871,139.9813,10,1,1,UM,2011-12,January,5.0,2160,216.0,43.2,5.69,33.85,19.39,0.0,0.34,6.1,0.0,1374.1,SAF-PF,3
83d919fffffffff,2017,-53.7288,139.1571,12,1,1,AA,2017-18,December,5.0,2463,205.25,41.05,5.69,33.85,193.33,0.0,530.51,5.07,0.0,1374.1,SAF-PF,3
83d919fffffffff,2020,-53.5935,138.7283,8,1,1,UM,2019-20,February,5.0,125,15.62,3.125,7.21,33.65,0.36,0.0,1237.95,6.57,0.0,1374.1,SAF-PF,3
83d91afffffffff,1995,-53.2246,142.0568,6,1,1,AA,1995-96,August,5.307,15,2.5,0.469,2.61,33.82,,,112.8,3.75,0.0,1508.4,SAF-PF,3
83d91afffffffff,1999,-52.8529,141.839,14,1,1,AA,1999-00,July,5.0,630,45.0,9.0,4.07,33.73,11.26,,0.0,4.62,0.0,1508.4,SAF-PF,3
83d91afffffffff,2000,-52.8839,141.8273,14,1,1,AA,2000-01,October,5.0,362,25.86,5.1714,2.55,33.83,4.71,,333.51,4.74,0.0,1508.4,SAF-PF,3
83d91afffffffff,2001,-52.9289,142.4124,11,1,1,AA,2001-02,December,5.0,1325,120.45,24.0909,4.78,33.78,12.52,,136.64,5.54,0.0,1508.4,SAF-PF,3
83d91afffffffff,2002,-52.9424,142.0882,13,1,1,AA,2002-03,November,5.0,1022,78.62,15.7231,3.98,33.78,1.79,,974.53,5.12,0.0,1508.4,SAF-PF,3
83d91afffffffff,2005,-52.8362,141.6247,17,2,2,AA;UM,2004-05;2005-06,December;February,5.0,2388,140.47,28.0941,6.21,33.66,0.73,,248.91,6.34,0.0,1508.4,SAF-PF,3
83d91afffffffff,2006,-52.8317,141.5445,15,2,1,AA,2006-07,October,4.899,240,16.0,3.5378,2.79,33.89,188.23,,99.47,4.58,0.0,1508.4,SAF-PF,3
83d91afffffffff,2007,-52.9244,142.1265,13,1,1,AA,2007-08,December,5.0,1715,131.92,26.3846,5.51,33.76,2.3,0.85,184.16,5.52,0.0,1508.4,SAF-PF,3
83d91afffffffff,2008,-52.9152,142.728,1,1,1,AA,2007-08,January,5.0,21,21.0,4.2,6.72,33.72,0.38,0.0,550.13,6.73,0.0,1508.4,SAF-PF,3
83d91afffffffff,2009,-52.946,142.1231,12,1,1,AA,2008-09,February,5.0,1518,126.5,25.3,6.66,33.65,0.41,0.0,19.54,6.74,0.0,1508.4,SAF-PF,3
83d91afffffffff,2016,-52.8687,141.8386,12,1,1,AA,2016-17,December,5.0,1987,165.58,33.1167,4.52,33.86,269.07,1.0,299.35,5.73,0.0,1508.4,SAF-PF,3
83d91afffffffff,2017,-52.7544,141.4369,22,2,1,AA,2016-17;2017-18,December;January,5.0,5107,232.14,46.4273,5.89,33.81,204.9,0.0,332.63,6.31,0.0,1508.4,SAF-PF,3
83d91afffffffff,2018,-52.9316,142.0894,12,1,1,AA,2018-19,October,5.0,1829,152.42,30.4833,3.91,33.86,299.95,0.0,98.47,4.55,0.0,1508.4,SAF-PF,3
83d91bfffffffff,2002,-52.8958,139.9991,46,3,2,HM;TA,2001-02,February;January;March,4.56,9054,196.83,41.9651,6.46,33.8,0.4,,530.31,6.83,0.0,1510.2,SAF-PF,3
83d91bfffffffff,2005,-53.02,140.8787,5,1,1,UM,2004-05,February,5.0,140,28.0,5.6,7.58,32.92,1.73,,1.08,6.82,0.0,1510.2,SAF-PF,3
83d91bfffffffff,2006,-52.7082,140.7314,7,1,1,AA,2006-07,October,5.0,141,20.14,4.0286,2.5,33.86,210.36,,0.0,4.98,0.0,1510.2,SAF-PF,3
83d91bfffffffff,2012,-52.8715,139.9739,14,1,1,UM,2011-12,January,5.0,1302,93.0,18.6,7.14,33.95,20.07,0.0,157.7,6.71,0.0,1510.2,SAF-PF,3
83d91bfffffffff,2017,-53.1948,140.38,10,1,1,AA,2017-18,December,4.819,1758,175.8,36.9189,5.01,33.82,148.12,0.0,1178.66,5.23,0.0,1510.2,SAF-PF,3
83d91bfffffffff,2020,-52.6882,139.5842,11,1,1,UM,2019-20,February,5.0,56,5.09,1.0182,6.72,33.61,0.38,0.0,800.19,7.11,0.0,1510.2,SAF-PF,3
83d91cfffffffff,1997,-54.5332,141.4064,6,1,1,AA,1997-98,December,4.577,1110,185.0,40.4195,3.48,33.83,31.74,,696.18,4.53,0.0,1361.7,SAF-PF,3
83d91cfffffffff,1999,-54.6924,141.9411,13,1,1,AA,1999-00,July,5.0,458,35.23,7.0462,1.98,33.67,16.74,,6.82,2.72,0.0,1361.7,SAF-PF,3
83d91cfffffffff,2003,-54.6121,141.8513,13,2,1,AA,2003-04,September,5.038,863,66.38,13.214,1.21,33.78,2.68,,0.0,2.61,0.0,1361.7,SAF-PF,3
83d91cfffffffff,2004,-54.6556,141.8531,12,1,1,AA,2004-05,October,5.0,289,24.08,4.8167,1.86,33.67,1.54,,27.96,2.88,0.0,1361.7,SAF-PF,3
83d91cfffffffff,2005,-54.3587,141.3882,3,1,1,AA,2005-06,December,5.0,408,136.0,27.2,4.79,33.77,0.42,,1030.84,4.66,0.0,1361.7,SAF-PF,3
83d91cfffffffff,2007,-54.6296,141.8561,12,1,1,AA,2007-08,December,5.0,3078,256.5,51.3,4.09,33.75,0.69,0.83,157.97,4.21,0.0,1361.7,SAF-PF,3
83d91cfffffffff,2008,-54.7632,142.5214,12,1,1,AA,2007-08,January,5.0,2454,204.5,40.9,4.92,33.7,0.64,1.0,184.2,5.44,0.0,1361.7,SAF-PF,3
83d91dfffffffff,1995,-54.8214,140.9769,10,1,1,AA,1995-96,August,5.282,19,1.9,0.3597,2.03,33.83,,,5.56,2.95,0.0,1312.8,SAF-PF,3
83d91dfffffffff,1997,-54.9398,141.2203,5,1,1,AA,1997-98,December,4.577,1493,298.6,65.2392,3.16,33.87,68.24,,234.44,4.29,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2001,-55.0383,141.0691,4,1,1,AA,2001-02,December,5.045,1639,409.75,81.5938,2.8,33.75,4.99,,1138.02,3.81,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2002,-54.7192,140.1393,29,3,3,AA;HM;TA,2001-02;2002-03,January;March;October,4.813,6698,230.97,49.1723,4.81,33.75,1.03,,180.82,4.79,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2005,-54.7693,140.5246,26,2,2,AA;UM,2004-05;2005-06,December;February,5.0,4113,158.19,31.6385,5.52,33.43,0.97,,298.94,5.24,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2006,-55.3463,140.6469,1,1,1,AA,2005-06,March,5.0,4,4.0,0.8,4.48,33.73,,,990.69,5.03,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2009,-54.6881,140.184,13,2,1,AA,2008-09,February,4.82,1866,143.54,30.1829,4.92,33.71,0.9,0.0,0.0,5.72,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2011,-55.1045,139.9913,4,1,1,UM,2010-11,January,4.457,896,224.0,47.9055,5.65,33.67,1.12,,,5.02,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2012,-54.7167,139.9996,10,2,1,UM,2011-12,January,5.223,2808,280.8,55.4321,4.41,33.81,19.35,0.0,132.2,5.57,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2016,-54.8892,140.741,13,2,1,AA,2016-17,December,4.892,1967,151.31,30.9383,3.77,33.82,273.25,1.0,347.12,4.11,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2017,-54.7036,140.8933,9,1,1,AA,2016-17,January,5.0,1475,163.89,32.7778,5.7,33.74,180.26,0.0,1056.4,5.44,0.0,1312.8,SAF-PF,3
83d91dfffffffff,2018,-54.8785,140.8354,12,1,1,AA,2018-19,October,5.0,2536,211.33,42.2667,2.69,33.83,180.89,0.83,514.45,2.83,0.0,1312.8,SAF-PF,3
83d91efffffffff,2001,-53.4766,142.0812,3,1,1,AA,2001-02,December,5.0,575,191.67,38.3333,4.7,33.81,12.37,,278.81,5.04,0.0,1480.4,SAF-PF,3
83d91efffffffff,2008,-53.7507,142.9321,13,1,1,AA,2007-08,January,5.0,1655,127.31,25.4615,5.32,33.69,0.93,1.54,11.15,6.02,0.0,1480.4,SAF-PF,3
83d920fffffffff,1998,-59.5318,144.9282,10,1,1,AA,1997-98,May,5.139,231,23.1,4.495,1.16,33.84,66.66,,1.99,1.22,0.0,820.9,PF-SACCF,4
83d920fffffffff,2008,-59.2419,144.5736,14,1,1,UM,2007-08,February,5.0,2875,205.36,41.0714,5.27,33.71,3.7,,0.0,3.51,0.0,820.9,PF-SACCF,4
83d920fffffffff,2012,-59.2156,145.4773,9,1,1,AA,2011-12,January,5.0,302,33.56,6.7111,2.55,33.79,0.62,0.0,382.78,3.04,0.0,820.9,PF-SACCF,4
83d920fffffffff,2013,-58.947,144.4366,11,1,1,TA,2012-13,February,5.0,3662,332.91,66.5818,4.25,33.72,0.74,0.0,,3.51,0.0,820.9,PF-SACCF,4
83d921fffffffff,1999,-59.4264,142.5585,15,1,1,AA,1999-00,July,5.0,690,46.0,9.2,0.78,33.74,8.58,,0.0,0.38,0.0,823.2,PF-SACCF,4
83d921fffffffff,2004,-59.1655,141.7891,5,1,1,AA,2004-05,October,5.0,287,57.4,11.48,1.02,33.73,1.43,,0.0,0.25,0.0,823.2,PF-SACCF,4
83d921fffffffff,2007,-59.4501,142.4784,14,1,1,AA,2007-08,December,5.0,472,33.71,6.7429,2.32,33.79,0.28,0.0,652.76,1.94,0.0,823.2,PF-SACCF,4
83d921fffffffff,2013,-59.4712,142.668,17,2,2,AA;TA,2012-13;2013-14,December;February,5.0,8454,497.29,99.4588,3.54,33.75,61.96,0.24,1.85,2.97,0.0,823.2,PF-SACCF,4
83d921fffffffff,2019,-59.4836,143.2245,12,2,1,IN,2018-19,January,4.833,1566,130.5,26.9444,4.1,33.86,1.59,0.0,941.49,3.13,0.0,823.2,PF-SACCF,4
83d922fffffffff,1999,-58.1064,145.2414,13,1,1,AA,1998-99,April,5.0,940,72.31,14.4615,2.32,33.76,58.24,,24.45,2.45,0.0,980.5,PF-SACCF,4
83d922fffffffff,2000,-57.9767,145.0825,11,1,1,AA,1999-00,February,5.089,1000,90.91,17.8638,2.39,33.77,7.51,,238.11,3.79,0.0,980.5,PF-SACCF,4
83d922fffffffff,2008,-58.2067,144.7804,11,1,1,UM,2007-08,February,5.0,1981,180.09,36.0182,5.3,33.71,3.8,,27.79,3.84,0.0,980.5,PF-SACCF,4
83d922fffffffff,2012,-58.2641,145.3996,14,1,1,AA,2011-12,January,5.0,317,22.64,4.5286,2.59,33.75,0.7,0.0,223.79,3.43,0.0,980.5,PF-SACCF,4
83d922fffffffff,2013,-58.7462,145.5811,4,1,1,TA,2012-13,February,5.0,671,167.75,33.55,3.5,33.69,0.38,0.0,,3.46,0.0,980.5,PF-SACCF,4
83d923fffffffff,1999,-58.499,142.9887,21,2,1,AA,1998-99;1999-00,April;July,5.0,1359,64.71,12.9429,1.84,33.75,36.72,,0.75,1.74,0.0,927.4,PF-SACCF,4
83d923fffffffff,2000,-58.3917,143.3181,13,1,1,AA,1999-00,February,5.089,879,67.62,13.2866,2.75,33.75,16.16,,39.6,3.77,0.0,927.4,PF-SACCF,4
83d923fffffffff,2001,-57.9417,143.0395,6,1,1,AA,2001-02,October,5.0,157,26.17,5.2333,1.09,33.76,7.05,,134.51,1.66,0.0,927.4,PF-SACCF,4
83d923fffffffff,2019,-58.4631,143.5484,13,1,1,IN,2018-19,January,5.0,2499,192.23,38.4462,4.28,33.84,2.04,0.0,234.4,3.6,0.0,927.4,PF-SACCF,4
83d924fffffffff,2011,-60.1259,146.6712,11,1,1,AA,2010-11,February,5.0,2231,202.82,40.5636,3.1,33.67,1.58,0.0,1.94,2.85,0.0,777.3,PF-SACCF,4
83d924fffffffff,2012,-60.0893,145.561,12,1,1,AA,2011-12,January,5.0,2441,203.42,40.6833,2.29,33.77,1.03,0.0,178.27,2.76,0.0,777.3,PF-SACCF,4
83d924fffffffff,2013,-59.7458,145.4333,8,1,1,AA,2013-14,December,5.0,993,124.12,24.825,1.31,33.78,182.86,1.0,228.64,0.98,0.0,777.3,PF-SACCF,4
83d925fffffffff,1998,-59.9562,143.5542,9,1,1,AA,1997-98,May,5.139,162,18.0,3.5026,0.77,33.86,69.72,,1.99,1.05,0.0,771.4,PF-SACCF,4
83d925fffffffff,2002,-60.684,144.5912,1,1,1,AA,2002-03,November,5.13,8,8.0,1.5595,0.82,33.81,1.22,,312.84,0.37,0.0,771.4,PF-SACCF,4
83d925fffffffff,2008,-60.3517,144.2979,13,2,1,UM,2007-08,February,4.938,3056,235.08,47.402,4.95,33.72,3.13,,30.68,3.1,0.0,771.4,PF-SACCF,4
83d925fffffffff,2013,-59.9757,144.056,11,1,1,AA,2013-14,December,5.0,2195,199.55,39.9091,1.61,33.78,239.94,1.0,25.72,1.14,0.0,771.4,PF-SACCF,4
83d925fffffffff,2019,-60.1419,143.0105,4,1,1,IN,2018-19,January,5.0,631,157.75,31.55,3.91,33.87,1.76,0.0,435.38,2.66,0.0,771.4,PF-SACCF,4
83d926fffffffff,1998,-59.0931,146.6125,13,1,1,AA,1997-98,May,5.139,131,10.08,1.9609,0.88,33.85,69.94,,39.25,1.34,0.0,891.3,PF-SACCF,4
83d926fffffffff,2011,-59.0858,146.7223,14,1,1,AA,2010-11,February,5.0,2098,149.86,29.9714,3.03,33.71,1.13,0.71,156.5,3.25,0.0,891.3,PF-SACCF,4
83d926fffffffff,2013,-58.9335,146.4857,19,2,2,AA;TA,2012-13;2013-14,December;February,5.0,1797,94.58,18.9158,1.63,33.75,95.49,0.68,825.53,1.69,0.0,891.3,PF-SACCF,4
83d928fffffffff,1995,-58.7031,139.8513,11,1,1,AA,1995-96,August,5.282,9,0.82,0.1549,0.86,33.86,,,13.35,1.02,0.0,877.8,PF-SACCF,4
83d928fffffffff,1997,-58.438,139.1444,13,1,1,AA,1997-98,December,4.577,3625,278.85,60.9233,1.92,33.86,27.98,,911.98,2.49,0.0,877.8,PF-SACCF,4
83d928fffffffff,1998,-58.9991,139.6392,11,1,1,AA,1997-98,January,5.0,5543,503.91,100.7818,2.69,33.85,87.01,,432.14,3.2,0.0,877.8,PF-SACCF,4
83d928fffffffff,2000,-59.1687,139.6366,5,1,1,AA,1999-00,February,5.0,2638,527.6,105.52,2.15,33.8,12.78,,0.03,3.43,0.0,877.8,PF-SACCF,4
83d928fffffffff,2001,-58.5777,139.5885,24,2,1,AA,2001-02,December;October,5.0,4940,205.83,41.1667,1.83,33.78,8.95,,211.27,1.71,0.0,877.8,PF-SACCF,4
83d928fffffffff,2002,-58.6898,139.3274,21,2,2,AA;TA,2001-02;2002-03,February;October,5.0,3734,177.81,35.5619,2.72,33.78,1.05,,101.82,2.54,0.0,877.8,PF-SACCF,4
83d928fffffffff,2005,-58.4411,139.5394,14,2,2,AA;UM,2004-05,February;March,5.0,701,50.07,10.0143,4.67,33.31,1.23,,15.99,3.89,0.0,877.8,PF-SACCF,4
83d928fffffffff,2011,-58.5789,140.0055,9,1,1,UM,2010-11,January,5.0,1715,190.56,38.1111,4.62,33.69,0.71,,,3.5,0.0,877.8,PF-SACCF,4
83d928fffffffff,2012,-58.6574,139.9984,11,2,1,UM,2011-12,January,4.926,3884,353.09,71.3879,3.65,33.82,18.95,0.0,87.57,3.51,0.0,877.8,PF-SACCF,4
83d928fffffffff,2013,-58.3063,138.7048,7,1,1,AA,2013-14,October,5.0,947,135.29,27.0571,1.05,33.82,173.57,1.0,9.27,1.01,0.0,877.8,PF-SACCF,4
83d928fffffffff,2016,-58.3729,138.757,9,1,1,AA,2016-17,December,5.0,722,80.22,16.0444,2.61,33.84,183.43,1.0,1054.75,2.44,0.0,877.8,PF-SACCF,4
83d929fffffffff,1997,-58.8655,137.2658,15,1,1,AA,1997-98,December,4.577,2235,149.0,32.5541,1.65,33.88,25.97,,1473.63,2.47,0.0,833.5,PF-SACCF,4
83d929fffffffff,2001,-58.842,137.2825,14,1,1,AA,2001-02,October,5.0,54,3.86,0.7714,0.86,33.81,3.85,,482.14,1.14,0.0,833.5,PF-SACCF,4
83d929fffffffff,2006,-58.645,137.0599,14,1,1,AA,2005-06,March,5.0,1484,106.0,21.2,3.61,33.74,0.36,,0.0,3.55,0.0,833.5,PF-SACCF,4
83d929fffffffff,2008,-59.0315,136.3293,3,1,1,UM,2007-08,January,5.0,776,258.67,51.7333,4.74,33.78,1.49,,400.52,3.37,0.0,833.5,PF-SACCF,4
83d929fffffffff,2013,-58.8044,137.3171,15,1,1,AA,2013-14,October,5.0,1417,94.47,18.8933,0.77,33.83,128.75,1.0,403.71,0.88,0.0,833.5,PF-SACCF,4
83d929fffffffff,2016,-58.9991,137.7227,11,1,1,AA,2016-17,December,5.0,953,86.64,17.3273,2.07,33.88,194.29,1.0,695.56,2.23,0.0,833.5,PF-SACCF,4
83d929fffffffff,2018,-58.4133,136.7361,9,2,1,AA,2018-19,October,5.117,1091,121.22,23.7045,1.44,33.87,202.73,0.0,194.37,0.82,0.0,833.5,PF-SACCF,4
83d92afffffffff,1995,-57.6485,139.865,13,1,1,AA,1995-96,August,5.282,3,0.23,0.0437,1.35,33.85,,,148.13,1.53,0.0,995.2,PF-SACCF,4
83d92afffffffff,1997,-57.5998,139.9964,16,1,1,AA,1997-98,December,4.577,2683,167.69,36.637,2.31,33.84,,,144.77,2.85,0.0,995.2,PF-SACCF,4
83d92afffffffff,2001,-57.6468,139.9454,14,1,1,AA,2001-02,December,5.0,10614,758.14,151.6286,2.74,33.77,20.54,,5.79,2.64,0.0,995.2,PF-SACCF,4
83d92afffffffff,2002,-57.5895,140.0036,15,1,1,TA,2001-02,February,4.872,3761,250.73,51.5929,4.52,33.75,0.37,,0.07,4.63,0.0,995.2,PF-SACCF,4
83d92afffffffff,2005,-57.8399,140.4043,23,3,2,AA;UM,2004-05,February;March,4.934,1476,64.17,13.0643,5.08,33.2,0.99,,294.12,4.32,0.0,995.2,PF-SACCF,4
83d92afffffffff,2006,-57.2472,139.5844,9,1,1,AA,2005-06,March,5.0,132,14.67,2.9333,4.47,33.74,0.03,,392.49,4.02,0.0,995.2,PF-SACCF,4
83d92afffffffff,2011,-57.6145,139.998,15,2,1,UM,2010-11,January,4.955,3191,212.73,42.6432,4.87,33.68,2.08,,,3.89,0.0,995.2,PF-SACCF,4
83d92afffffffff,2012,-57.6164,140.0051,14,1,1,UM,2011-12,January,5.0,3174,226.71,45.3429,4.0,33.8,18.66,0.0,461.26,4.0,0.0,995.2,PF-SACCF,4
83d92afffffffff,2013,-57.5273,139.7449,12,1,1,AA,2013-14,October,5.0,2621,218.42,43.6833,1.75,33.81,187.7,1.0,1.84,1.53,0.0,995.2,PF-SACCF,4
83d92afffffffff,2016,-57.5584,139.3084,8,1,1,AA,2016-17,December,5.0,896,112.0,22.4,3.1,33.83,227.93,1.0,247.53,2.83,0.0,995.2,PF-SACCF,4
83d92bfffffffff,2002,-57.791,138.1526,13,1,1,AA,2002-03,October,5.0,122,9.38,1.8769,2.28,33.81,0.87,,545.66,1.47,0.0,954.4,PF-SACCF,4
83d92bfffffffff,2006,-57.8572,138.4616,12,1,1,AA,2005-06,March,5.0,303,25.25,5.05,4.37,33.73,0.18,,14.68,3.83,0.0,954.4,PF-SACCF,4
83d92bfffffffff,2013,-58.0031,139.1162,2,1,1,AA,2013-14,October,5.0,373,186.5,37.3,1.44,33.84,183.24,1.0,1.85,1.28,0.0,954.4,PF-SACCF,4
83d92bfffffffff,2016,-57.9597,139.0901,2,1,1,AA,2016-17,December,5.0,210,105.0,21.0,3.01,33.84,187.51,1.0,640.83,2.83,0.0,954.4,PF-SACCF,4
83d92bfffffffff,2018,-57.7568,138.2172,15,1,1,AA,2018-19,October,5.0,1558,103.87,20.7733,1.77,33.88,172.92,0.0,471.81,1.25,0.0,954.4,PF-SACCF,4
83d92cfffffffff,1995,-59.5817,139.8034,9,1,1,AA,1995-96,August,5.282,19,2.11,0.3997,-0.33,33.92,,,1.0,0.61,0.0,779.9,PF-SACCF,4
83d92cfffffffff,1999,-59.1642,140.1943,9,1,1,AA,1998-99,April,5.0,274,30.44,6.0889,2.65,33.8,55.27,,1.5,1.99,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2000,-59.0249,140.3125,4,1,1,AA,1999-00,February,5.0,2409,602.25,120.45,2.31,33.79,15.79,,0.0,3.54,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2001,-59.5626,139.8458,10,1,1,AA,2001-02,December,5.0,2008,200.8,40.16,1.25,33.84,5.51,,945.57,1.83,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2002,-59.5789,140.0285,13,3,2,HM;TA,2001-02,February;January,5.265,1148,88.31,16.1269,2.87,33.77,0.16,,307.55,3.89,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2004,-59.775,141.0809,12,1,1,AA,2004-05,October,5.0,664,55.33,11.0667,0.9,33.76,1.44,,4.87,0.09,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2005,-59.5189,140.2427,14,1,1,UM,2004-05,February,5.0,2365,168.93,33.7857,5.09,33.06,2.06,,0.11,4.18,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2008,-59.5969,141.061,23,2,1,AA,2007-08,January;March,5.0,2194,95.39,19.0783,3.41,33.74,0.55,0.22,366.46,3.19,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2012,-59.4866,139.9977,9,1,1,UM,2011-12,January,5.0,2252,250.22,50.0444,2.71,33.81,15.57,0.0,701.28,3.08,0.0,779.9,PF-SACCF,4
83d92cfffffffff,2013,-59.8232,140.6187,22,3,2,AA;TA,2012-13;2013-14,December;February,4.916,3703,168.32,33.8505,2.7,33.64,77.18,0.41,144.87,2.67,0.0,779.9,PF-SACCF,4
83d92dfffffffff,1998,-59.2866,138.118,9,1,1,AA,1997-98,January,5.0,3118,346.44,69.2889,2.41,33.86,69.45,,1876.09,3.08,0.0,787.9,PF-SACCF,4
83d92dfffffffff,1999,-59.497,138.4323,14,1,1,AA,1998-99,April,5.0,230,16.43,3.2857,1.96,33.77,54.11,,33.86,1.89,0.0,787.9,PF-SACCF,4
83d92dfffffffff,2000,-59.4425,138.3579,12,1,1,AA,1999-00,February,5.0,4367,363.92,72.7833,2.16,33.79,7.74,,100.38,3.42,0.0,787.9,PF-SACCF,4
83d92dfffffffff,2002,-59.5809,139.2182,10,1,1,AA,2002-03,October,5.0,467,46.7,9.34,0.43,33.82,2.1,,21.89,0.55,0.0,787.9,PF-SACCF,4
83d92dfffffffff,2008,-60.0296,137.5177,1,1,1,UM,2007-08,January,5.0,248,248.0,49.6,4.86,33.78,2.22,,57.05,2.7,0.0,787.9,PF-SACCF,4
83d92dfffffffff,2013,-59.9779,138.4773,12,1,1,AA,2013-14,December,5.0,2372,197.67,39.5333,1.22,33.7,141.59,1.83,612.06,1.47,0.0,787.9,PF-SACCF,4
83d92efffffffff,1998,-58.8031,140.6192,2,1,1,AA,1997-98,January,5.0,752,376.0,75.2,3.05,33.83,93.53,,3.66,3.37,0.0,869.6,PF-SACCF,4
83d92efffffffff,1999,-58.8761,141.6267,10,1,1,AA,1998-99,April,5.0,703,70.3,14.06,2.23,33.79,56.19,,1.08,2.49,0.0,869.6,PF-SACCF,4
83d92efffffffff,2000,-58.7805,141.4866,11,2,1,AA,1999-00,February,5.038,1248,113.45,22.4472,2.64,33.77,20.13,,0.0,3.87,0.0,869.6,PF-SACCF,4
83d92efffffffff,2001,-58.2622,141.254,12,1,1,AA,2001-02,October,5.0,246,20.5,4.1,1.35,33.76,7.38,,2.02,1.33,0.0,869.6,PF-SACCF,4
83d92efffffffff,2004,-58.5638,141.9912,10,1,1,AA,2004-05,October,5.0,159,15.9,3.18,1.17,33.73,1.14,,106.33,0.77,0.0,869.6,PF-SACCF,4
83d92efffffffff,2005,-58.2796,140.5515,4,2,2,AA;UM,2004-05,February;March,5.0,228,57.0,11.4,5.35,33.14,1.15,,111.26,4.38,0.0,869.6,PF-SACCF,4
83d92efffffffff,2007,-58.5375,142.321,8,1,1,AA,2007-08,December,5.0,217,27.12,5.425,2.9,33.76,0.2,0.0,1013.52,2.3,0.0,869.6,PF-SACCF,4
83d92efffffffff,2008,-58.5691,141.4092,28,2,1,AA,2007-08,January;March,5.0,4715,168.39,33.6786,3.75,33.73,0.84,0.5,126.93,3.6,0.0,869.6,PF-SACCF,4
83d930fffffffff,1999,-57.5313,148.0106,5,1,1,AA,1998-99,April,5.0,239,47.8,9.56,1.57,33.79,57.71,,81.18,2.87,0.0,1073.9,PF-SACCF,4
83d930fffffffff,2000,-57.2925,147.8935,12,1,1,AA,1999-00,February,5.089,188,15.67,3.0785,1.81,33.79,1.57,,691.53,3.93,0.0,1073.9,PF-SACCF,4
83d930fffffffff,2001,-56.8364,147.5307,12,2,1,AA,2001-02,October,4.805,340,28.33,5.7986,0.1,33.88,9.35,,2.11,2.23,0.0,1073.9,PF-SACCF,4
